date,consumption,generation,temperature,humidity,rain,snow,pressure,wind_speed,wind_direction,clouds,sunrise,sunset,working_day,holiday
2025-03-04T00:08:01Z,220.19,190.808053287651555393,31,75,3,0,1023,10,273,84,1761386400,1761433200,false,true
2025-01-15T12:34:27Z,53.72,53.094140652976874916,21,68,6,0,987,13,156,13,1761386400,1761433200,true,false
2025-05-25T08:29:58Z,278.59,273.416573773391413781,25,73,8,0,1004,0,302,16,1761386400,1761433200,true,true
2025-05-28T16:50:31Z,428.85,465.48466900190856225,34,74,2,0,1022,10,284,35,1761386400,1761433200,true,false
2025-05-02T16:19:36Z,245.67,209.925912941202531945,33,75,5,0,1021,2,276,16,1761386400,1761433200,true,false
2025-02-18T02:31:37Z,106.98,110.29231444257621864,31,97,1,0,1027,15,98,65,1761386400,1761433200,false,true
2024-11-27T10:11:19Z,449.1,444.9807168598884393,15,92,2,0,983,15,177,4,1761386400,1761433200,true,false
2025-08-03T12:29:23Z,110.35,89.88063575171678811,6,86,5,0,1011,7,356,42,1761386400,1761433200,true,true
2025-02-08T10:30:35Z,358.51,391.56347451406127233,27,52,5,0,1009,13,297,81,1761386400,1761433200,true,false
2025-09-09T23:15:42Z,140.99,122.623609372922954629,31,48,9,0,1028,12,162,73,1761386400,1761433200,false,false
2025-03-01T20:56:40Z,62.21,61.123794224141543846,23,97,3,0,982,13,78,11,1761386400,1761433200,false,true
2025-09-25T06:30:14Z,449.11,376.514600911356637568,31,94,4,0,1005,3,46,78,1761386400,1761433200,true,true
2025-10-22T10:20:15Z,137.04,132.912496414002197856,12,35,6,0,1005,6,297,25,1761386400,1761433200,false,false
2025-02-26T17:06:14Z,70.22,73.41936832057118886,11,66,1,0,983,10,359,53,1761386400,1761433200,false,false
2025-06-09T22:28:11Z,394.41,347.622872667371164983,9,37,2,0,1005,15,39,98,1761386400,1761433200,true,false
2025-06-25T15:28:15Z,393.14,333.427348374846553322,8,48,5,0,988,11,21,49,1761386400,1761433200,false,false
2025-05-28T15:44:29Z,96.11,90.890112920658779021,10,56,1,0,994,2,203,5,1761386400,1761433200,true,false
2025-04-04T00:49:28Z,130.61,106.866142339122279514,22,76,8,0,982,3,207,44,1761386400,1761433200,false,true
2025-05-03T17:50:53Z,267.24,260.569440665899726932,15,88,7,0,1016,7,77,33,1761386400,1761433200,false,true
2024-11-24T19:47:08Z,219.66,208.184581052387579472,15,78,5,0,1000,4,30,14,1761386400,1761433200,false,false
2025-01-10T13:23:19Z,114.67,97.002409363918774427,33,98,6,0,1005,10,260,73,1761386400,1761433200,false,false
2025-05-13T04:28:26Z,287.09,262.210281086731316247,20,93,4,0,986,0,171,75,1761386400,1761433200,false,true
2025-05-04T02:29:34Z,425.12,376.990677058071544832,28,69,1,0,1017,14,20,75,1761386400,1761433200,false,false
2025-01-26T22:51:54Z,489.94,412.071741042519201138,26,66,0,0,1006,4,171,0,1761386400,1761433200,true,false
2025-03-18T12:33:19Z,258.42,265.55938458534525216,25,75,1,0,997,5,7,83,1761386400,1761433200,false,false
2025-04-07T00:50:09Z,229.4,215.05788522922077088,22,64,7,0,1000,6,341,74,1761386400,1761433200,true,true
2025-09-30T15:35:04Z,264.21,264.180256849639564902,18,58,6,0,1019,2,300,3,1761386400,1761433200,true,true
2025-08-10T05:31:41Z,162.59,158.173862185510580132,19,73,10,0,983,14,238,59,1761386400,1761433200,false,false
2025-05-08T05:36:32Z,296.8,318.876616152006444,26,24,4,0,1004,1,139,82,1761386400,1761433200,false,true
2025-01-06T20:21:16Z,210.32,204.368213968366879024,5,92,8,0,1015,2,243,70,1761386400,1761433200,true,false
2024-11-08T09:42:30Z,488.93,411.817647633622630387,21,66,5,0,1011,2,231,53,1761386400,1761433200,false,false
2025-03-17T16:37:57Z,176.85,158.51901736719060633,25,37,0,0,1029,12,342,78,1761386400,1761433200,true,true
2024-10-26T02:46:53Z,263.39,237.832650871502849434,7,91,2,0,980,8,90,84,1761386400,1761433200,false,false
2025-07-26T09:54:09Z,134.04,123.032491095012052176,32,56,3,0,994,4,171,47,1761386400,1761433200,false,false
2024-10-29T02:20:20Z,154.28,160.9776300218766008,31,56,9,0,1025,12,358,92,1761386400,1761433200,true,false
2025-04-16T08:01:01Z,338.2,353.5813868140555516,33,62,9,0,1022,7,339,64,1761386400,1761433200,true,false
2025-02-27T05:59:12Z,448.47,454.14384007089168621,5,32,8,0,985,5,5,75,1761386400,1761433200,false,true
2025-04-23T16:16:21Z,97.19,87.841287893552801544,15,52,0,0,1019,1,356,84,1761386400,1761433200,false,true
2024-11-24T18:46:35Z,97.64,103.50586290855186584,32,86,5,0,992,15,191,55,1761386400,1761433200,false,true
2025-08-27T15:58:59Z,377.63,318.837564532294343965,17,69,4,0,1018,8,109,83,1761386400,1761433200,false,false
2025-07-18T02:59:11Z,330.04,357.57788817596385544,22,31,3,0,989,7,276,59,1761386400,1761433200,false,false
2025-02-12T17:39:06Z,261.8,219.22443522995362732,27,20,3,0,999,10,344,30,1761386400,1761433200,false,false
2025-09-23T16:03:45Z,343.65,275.849358701421497175,34,91,3,0,993,11,298,34,1761386400,1761433200,false,false
2025-07-14T19:34:33Z,222.8,204.01646450722570136,5,69,0,0,1017,10,60,0,1761386400,1761433200,true,true
2024-12-18T08:59:08Z,193.13,208.01526345706335901,6,63,8,0,1007,12,248,52,1761386400,1761433200,true,false
2025-08-29T18:23:30Z,444.43,475.06222525824898962,18,60,6,0,1019,11,209,47,1761386400,1761433200,false,true
2025-09-20T14:55:05Z,452.46,409.830595786320817098,12,70,6,0,1012,11,259,55,1761386400,1761433200,false,true
2025-03-14T14:08:14Z,281.2,274.66008316010984224,19,27,10,0,1006,6,188,57,1761386400,1761433200,true,false
2025-09-25T00:52:13Z,336.76,288.377591008157089036,21,80,3,0,981,9,214,84,1761386400,1761433200,false,false
2025-10-08T22:00:58Z,200.37,195.065040250309324725,18,86,2,0,1000,10,342,84,1761386400,1761433200,true,false
2025-07-11T10:31:56Z,439.31,439.3423608658726692,6,36,5,0,1016,4,122,33,1761386400,1761433200,true,true
2025-04-04T20:10:32Z,172.64,174.160118371382572,15,33,8,0,1009,9,80,65,1761386400,1761433200,false,false
2025-01-14T00:07:05Z,225.2,244.6009802621501404,6,33,4,0,998,1,229,68,1761386400,1761433200,true,false
2024-11-10T20:22:44Z,183.78,184.3045059654441432,13,100,4,0,1013,8,0,73,1761386400,1761433200,false,false
2025-02-15T07:36:39Z,259.36,281.54130980046043984,26,27,6,0,989,5,149,19,1761386400,1761433200,false,true
2024-12-14T13:45:15Z,275.52,251.696367814036533024,24,33,8,0,1004,7,252,55,1761386400,1761433200,false,false
2025-05-14T04:46:13Z,139.08,132.36746038524084906,13,57,7,0,993,8,185,94,1761386400,1761433200,true,false
2025-03-04T10:38:54Z,301.55,317.4330565525464381,22,35,7,0,991,13,222,5,1761386400,1761433200,false,true
2025-09-15T02:18:07Z,355.44,314.446561860917048544,23,53,3,0,1014,4,289,90,1761386400,1761433200,false,false
2025-09-09T13:43:37Z,108.81,105.892693500893201253,23,40,10,0,1020,0,343,96,1761386400,1761433200,true,false
2025-01-28T07:58:11Z,186.04,184.678933831182659068,30,97,8,0,1025,14,50,62,1761386400,1761433200,true,false
2025-01-11T03:22:05Z,62.76,65.69865024799900176,6,57,6,0,986,3,158,67,1761386400,1761433200,true,false
2025-08-15T00:29:45Z,146.84,130.551193527031108664,29,22,6,0,1030,15,279,68,1761386400,1761433200,true,false
2025-02-16T06:27:21Z,228.96,207.647360664290869392,11,60,8,0,1021,3,104,74,1761386400,1761433200,false,true
2024-11-02T07:11:50Z,438.31,454.87086430685318108,33,28,6,0,1002,2,264,92,1761386400,1761433200,false,false
2025-10-15T08:52:17Z,499.56,426.007221866951575776,9,28,6,0,998,0,304,7,1761386400,1761433200,true,false
2025-03-30T11:31:12Z,89.64,78.229734299553936276,16,55,9,0,1002,3,77,11,1761386400,1761433200,true,true
2024-11-14T04:13:03Z,429.94,364.207176841508062062,29,30,3,0,983,13,84,15,1761386400,1761433200,true,false
2025-03-23T15:34:38Z,366.93,303.63321129530782518,30,99,4,0,981,14,147,23,1761386400,1761433200,true,false
2025-05-16T23:46:15Z,62.15,49.76678798422140854,12,26,9,0,1026,9,124,1,1761386400,1761433200,true,false
2025-07-19T16:12:55Z,463.12,413.885343317117051296,31,59,2,0,997,2,178,1,1761386400,1761433200,true,true
2025-04-14T06:43:10Z,354.79,300.960548514863338131,17,44,2,0,981,1,214,24,1761386400,1761433200,false,false
2025-01-15T22:12:50Z,409.74,418.96627436407638468,31,45,7,0,1022,6,79,6,1761386400,1761433200,false,true
2025-05-27T08:24:20Z,227.68,233.49499363705748848,6,43,2,0,997,11,278,6,1761386400,1761433200,true,true
2025-08-02T16:31:34Z,495.8,411.22762727938905094,17,51,8,0,1030,7,288,43,1761386400,1761433200,true,false
2025-07-07T21:53:00Z,344.51,328.719084450033707312,34,95,8,0,1009,10,180,96,1761386400,1761433200,true,false
2025-03-14T03:46:46Z,85.73,92.6754396206608257,34,60,9,0,983,5,155,85,1761386400,1761433200,true,true
2025-03-19T11:27:19Z,376.42,322.777758247771877292,22,69,8,0,1019,0,122,49,1761386400,1761433200,true,false
2025-01-30T18:03:16Z,166.42,146.75695719104769322,27,63,3,0,1027,8,95,27,1761386400,1761433200,false,false
2025-10-04T14:35:22Z,312.0,253.0170883513183872,18,35,7,0,1021,14,23,97,1761386400,1761433200,false,false
2025-04-27T10:16:20Z,430.34,452.89556256498650068,12,27,10,0,1030,10,273,75,1761386400,1761433200,true,false
2025-09-27T02:01:02Z,470.81,390.74193947704109329,10,49,10,0,1026,3,87,43,1761386400,1761433200,false,true
2025-08-01T23:09:47Z,349.61,356.98684788426883907,28,44,8,0,1028,6,146,82,1761386400,1761433200,false,true
2025-07-05T18:28:15Z,288.13,294.96723091506719458,20,39,7,0,1010,13,354,55,1761386400,1761433200,false,true
2024-11-24T23:18:20Z,278.91,263.48745050700425595,22,79,1,0,999,9,351,65,1761386400,1761433200,true,true
2025-05-09T06:20:16Z,59.06,54.705650242933586554,10,57,3,0,986,4,238,78,1761386400,1761433200,true,true
2025-05-27T11:15:08Z,269.16,284.12739093305336724,14,89,0,0,981,12,212,13,1761386400,1761433200,false,true
2025-06-26T01:25:43Z,477.45,442.973252008778523075,26,97,7,0,1008,10,203,79,1761386400,1761433200,false,true
2025-09-12T16:30:36Z,273.98,256.99932105800262625,9,98,3,0,1010,1,209,16,1761386400,1761433200,false,false
2024-11-29T20:19:09Z,297.17,324.44139922249373369,35,28,7,0,987,15,336,53,1761386400,1761433200,true,true
2025-06-24T03:45:32Z,156.15,171.7285510767627243,5,92,6,0,1013,7,324,10,1761386400,1761433200,false,false
2025-02-04T16:35:08Z,460.01,370.066197599680589982,34,60,2,0,1014,10,27,83,1761386400,1761433200,true,false
2025-10-22T07:10:41Z,396.72,416.45222739551743344,28,58,5,0,1005,2,292,76,1761386400,1761433200,true,true
2025-04-14T07:05:12Z,135.85,136.028379049850573,12,49,3,0,1001,0,346,20,1761386400,1761433200,true,true
2024-12-28T09:16:51Z,79.49,82.48635730261311454,19,63,2,0,1011,13,253,50,1761386400,1761433200,true,false
2025-08-20T02:55:42Z,377.62,361.463974326933968082,23,26,3,0,980,3,96,92,1761386400,1761433200,false,false
2025-05-02T21:08:36Z,73.81,59.149284106535988343,17,97,3,0,1029,8,82,68,1761386400,1761433200,true,false
2025-03-24T20:35:49Z,204.73,169.00435090533493226,24,98,10,0,980,0,91,80,1761386400,1761433200,false,false
2025-08-02T07:56:54Z,349.28,298.545353397907890976,11,78,3,0,988,3,25,44,1761386400,1761433200,false,true
2025-07-01T17:56:35Z,367.62,344.5355019861861909,35,28,8,0,1020,3,186,27,1761386400,1761433200,false,true
2025-01-01T21:26:15Z,129.25,135.61328507682846825,12,25,7,0,1011,9,192,45,1761386400,1761433200,false,true
2025-04-02T22:19:35Z,238.58,253.36681807183242296,19,57,7,0,991,10,170,13,1761386400,1761433200,true,true
2025-06-24T14:36:07Z,91.42,95.8178618964538146,22,70,3,0,1002,6,294,89,1761386400,1761433200,true,false
2025-04-29T23:50:51Z,183.93,196.46804540932130676,29,85,7,0,1006,2,57,41,1761386400,1761433200,false,false
2025-01-03T10:08:44Z,412.53,362.137721452364625936,9,23,2,0,1014,9,57,74,1761386400,1761433200,true,true
2025-07-24T20:21:06Z,450.05,429.011073904445594965,6,37,0,0,1004,2,250,41,1761386400,1761433200,false,true
2025-10-04T11:57:25Z,244.19,200.551028893097322105,14,88,5,0,1026,4,77,69,1761386400,1761433200,true,false
2025-06-01T05:49:38Z,410.02,394.448193811905028562,23,44,2,0,1030,5,280,54,1761386400,1761433200,true,false
2025-04-01T06:30:17Z,107.41,105.462698068587766905,26,89,6,0,1002,2,59,41,1761386400,1761433200,false,false
2025-04-09T03:47:18Z,461.37,425.710712024078832078,10,90,1,0,1018,10,236,32,1761386400,1761433200,false,true
2024-11-02T11:04:02Z,206.51,224.86482333021709893,23,98,2,0,994,7,124,6,1761386400,1761433200,false,false
2025-01-16T01:24:20Z,454.69,482.58657667754365421,34,50,5,0,991,1,13,72,1761386400,1761433200,true,false
